iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
BIH,1.62427584831978,,,,,,,,,,2.36878940505102,1.95473967158466,2.14366867456966,,1.64137817835988,,,1.64675773985494,1.67368621654736,1.83095867448907,1.46939666572905,1.36249190686486,1.7145777756973,1.27157584321028,1.40014155431114,1.61733143717774,1.29273717274358,1.22092064975071,1.14701530441933,1.24973536109839,1.29580227865324,0.978311147580377
BLR,4.87125456380457,4.446519912066,5.67015315856884,7.21340766387352,7.91378310382487,9.17633240346498,9.2943401588604,9.81643601166762,10.0024465443575,9.44871226372035,9.87668043113221,9.49887456961594,9.75789036186332,,,,,6.6049351179617,5.63965889871765,4.99092640356354,4.12067007233369,3.84259514659629,3.50741493306666,3.43612949833077,3.50741837038225,3.36061375115727,3.16230450623242,2.47221946386625,2.33096061826564,2.32582876256296,,
BLZ,,,,,,,,,,,17.0544828332072,25.7961019671543,33.9861008566841,25.378980143789,29.0304029162693,28.8898796255016,31.8637340486511,32.6408646800606,33.6963046931101,30.8749548413998,40.0488658254335,37.6284944809013,43.0191746845508,28.7216681776972,34.9099578526119,33.0674047089096,37.5701888718734,37.8976416724603,37.4280883407579,34.4388902453128,25.8279831003962,31.2475783126808
BMU,1.74003828084218,5.18367487991153,1.714604140769,5.10729577201032,10.1503091614999,,6.68443612603504,3.32076975442908,0.0,3.27968318260456,0.0,4.85727701050791,1.60928234054024,3.20166486573018,1.59386680055148,3.17669575990533,4.7558278707366,4.75018011099588,7.90420108287555,9.47066855027741,11.0328305514839,12.5918813844774,9.43982504857577,7.8732718168362,6.31362954778628,6.33472697326745,12.6847212532505,7.90201501382853,,0.0,10.9322900805085,10.9059749162577
BOL,,,,,,,,,,,,,,,,,,,,,,,,,,4.8962652271707,5.70007206329424,6.53227066319206,4.94533211049802,4.21997731316422,3.49358529148649,3.49353018078936
BRA,19.44255874481,18.3573272296112,16.6560029757244,17.6802553610291,18.5434988220254,20.7932131522543,23.4248819868581,24.0331008068879,24.5264547442023,24.736249894019,25.7997614021008,26.908980252251,27.5437239232765,27.9604675434352,26.1982810573398,25.4784150866907,26.0379315863291,25.0189417018062,26.0208631839934,26.4557107555774,26.6300331445086,26.3556376143373,28.1971430650446,28.179903857376,29.3586467160475,28.3564057690353,29.5891544359624,30.5930372112011,26.6360125717887,20.8104641962605,22.384065397269,
BRB,13.1341069579863,8.09554282542155,8.45462842868809,8.04611573762766,7.64200273965798,6.48104199905834,,,7.58605909919341,8.70653122332442,7.55695107252028,9.42057793361507,9.38244731755831,12.3364947158681,8.19351594942366,10.7615863320432,12.9425664369669,9.21000279984085,8.43617210524675,6.93958724065575,11.2845863471066,9.80084323551245,7.96531467518714,8.66848464052878,9.009236269023,11.1477508513645,7.89523737748924,10.7454860004227,10.0111373903468,17.1318743876693,14.6067055466292,11.3798210878753
BRN,,,,,,,2.93929378567976,2.5541560908641,1.24940458062954,1.22307514726589,1.19786839319431,,,0.847351109818116,0.554845815283505,0.54537893610204,0.804703761721851,0.792082344880574,0.260032035946829,0.768617845769143,0.252491778236471,0.249062280513865,0.983685574742889,0.485787674352233,,,,,,,,
BTN,3.58139251703848,2.11375526236987,4.94556218220184,3.64796731421286,3.83686052724219,3.03296836613994,2.23258306139231,1.28002340614228,1.97436023997451,2.27674740363229,3.065358553287,3.14968983843749,3.06922888047454,0.787864367573394,2.30772426079746,1.65831729036985,1.33678024595271,2.05394992910205,2.60969036023876,2.29332320448918,2.26784207031303,4.48599912663204,4.57605296018626,3.29268468359701,,1.61447864448373,1.2003817213874,1.71930040344045,1.18095280584545,1.04240096213609,2.45952782243763,
BWA,,,,,,,,,,,,12.0890160222029,14.2050953955715,17.0784516741399,13.9315846236186,15.3739921714153,13.5324066140804,14.2350418942367,13.99876452185,14.1044618415742,14.4860707823841,,,,,,,,,,8.6789124419475,10.5469623782512
CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,20.120400654,,,,,
CAN,2.37551123433317,2.69134225358616,2.58575312467364,2.18360668443864,2.05650641277186,2.00413647623131,2.1423370782219,1.96099743423899,1.85438210727604,1.77303929280403,1.77946888883004,1.78693753500192,1.85809528376467,1.73627308507896,1.95853125009744,2.06109303240051,1.86893669521027,1.81666262127041,1.84836537294587,1.81580492682648,1.64000010305207,1.774292977025,1.58250294806031,1.45164409531216,1.48285782460859,1.70994583417735,1.70573180158618,1.81920905577647,1.78748605315357,1.83622745922526,2.00323552889971,2.06525947364399
CEB,,,,,,,,,,,,,,,,,,,,,,,1.6,,1.3,1.3,,,,,,
CHE,1.63893074370356,1.44215352960454,1.35308566821845,1.51381442163422,1.14424044782711,1.16505455794207,1.17402585204926,1.2276002637224,1.06918453998546,1.24611507872752,0.960727278904281,1.19040978195707,1.18189014468534,,,,,,,0.659391381754641,0.664754602323023,0.581470163881045,0.56279983161029,0.704715797391488,0.500745561287532,0.688261827356886,0.537448324343614,0.532438080113473,0.587238094745934,0.536406335262006,0.544068822159298,0.483235941156359
CHI,,,,,,,,,,,,,,,,0.659308780674341,1.307198086262,,0.639218619159939,,0.0,,,,,,,,,,,
CHL,,,,,,,,,,,,,,3.2347335473365,,3.56098253690455,3.61197042506372,3.73434307706899,3.52910217389993,3.74254898595635,3.18157401699654,3.70336446585693,2.50262790345923,3.17534207528993,2.47637997121972,2.34469553764708,3.42846787936184,4.24093820659053,4.41142252575542,3.9444343178286,4.79784927857005,3.63203867485069
CHN,,,,,,2.24571072330302,2.0687962298406,2.10615361955854,,,,,2.05132829907031,1.89258313764683,1.90551215066814,1.59170802242336,1.36875971812117,1.2197380785422,1.11346908670102,1.09526694544286,0.99466591452023,0.885346696134694,0.825868841792009,0.773199449343194,0.727914756317719,0.660106050334851,0.615882984238859,0.566555783864419,0.531025483737603,0.518966640910828,0.502270364156281,
CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,,,,,,,,,,,3.0414281274255,4.87308895039667,6.47855889201688,6.12681928928162,,,,,4.13269772868318,6.60997923627979,5.02564727658086,4.08335461812492,4.18396434805943,,,3.74142104863949,3.31904639200257,4.11590427431535,,,4.53737524129107,
COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,74.6287140955712,85.4275785704029,83.0430113239211,82.1644308413744,76.7209132075085,62.0543156106234,63.7410863823297,62.2118253390669,60.8495355752557,63.12032958479,67.675400484081,69.8832455295369,70.1709726241374,57.2925607973552,48.525426693309,42.8957763612084,40.8646505564463,39.712208639696,36.8364366129257,35.6930758343931,34.4942938820122,35.5934489205592,35.9089822627757,33.35356924499,28.5852331937392,27.1287644105246,26.0404224330995,25.4344883492702,26.231325159933,25.7534726366066,24.2427633844347,27.4843651251417
COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,,,,3.12442068033219,4.31581045782528,8.92807321020032,7.01565895077814,,,,,,,10.0011112345816,11.903105062299,8.33082804808699,11.1032612248151,6.72621133756023,5.42715661636043,5.718935134278,6.17877248386654,
CRI,4.40116665745799,4.07481043256428,4.8164633943514,4.69845878805605,5.21616713745919,5.14994167131281,5.16925339023706,5.6158419156546,5.86169308986198,6.27974870752519,6.25755099809823,6.34063390302408,6.25815166703334,7.16227971065822,6.58389844148543,7.76201971923732,8.01704547206522,8.3107752466825,11.3729228033988,11.5052669468473,11.4013700898794,10.1283641954633,8.59267319435371,8.57762700262025,9.84664724241754,11.3783955931086,11.6880897758536,12.0748726206068,11.6054526979603,11.0727999226674,11.1260651499432,11.4087098514792
CSS,,,,,,,,,,,,,,,,,,,,,,,29.0,,27.4,31.5,,,,,,
CUB,,,6.24087283938757,7.39788656586231,8.27576844436633,7.79741153392748,6.67698558911308,6.79206435931057,7.41361193529892,5.50130805116433,5.28553076498558,5.43130534376707,5.91760950778112,5.73254362336224,5.87957848232846,6.08210089280617,5.11516673578654,5.03997954904073,4.56697576372472,5.00745135349638,4.4728195392243,4.72620304768407,5.49106088887985,5.95323293891987,5.2947284095536,5.45860481588276,5.04319714364599,4.55170752985625,4.33429929651939,4.4182505026975,,
CUW,,,,,,,,,,,,7.11080771664853,27.5847435149329,30.0472370517371,28.2596858350048,17.6554871216803,12.0269403463759,17.0918258342947,,,,,,,,,,,,,,
CYM,7.68418019402555,7.3151551727291,3.48717591058881,6.65812207666828,6.36587888915413,6.09718919578074,2.92453244037609,5.62129345962506,2.70661632360305,0.0,10.0861101655383,4.87157315276036,0.0,6.83955542889712,11.0408179037903,6.42033963596674,2.07567926603981,4.02844079199146,7.82426696398881,15.208691767345,16.6440123165691,,,8.58929430358002,8.39496637815966,,,4.71839071420707,10.7884840638678,3.02416306287235,4.45695693836771,
CYP,0.634115409004439,0.125146969472274,0.246782267706936,0.605337502898053,0.828947804709371,1.0435780813817,1.13628809902978,0.668545651361243,0.765311700522599,1.07342206955775,0.84367049394271,0.725516412217696,0.20362565662911,,1.57065313156331,1.92852593602212,1.42121090959393,1.21057145491134,0.823881580754126,1.71021104004234,0.708161696330527,0.785967167531522,1.90219846587694,1.02830539127663,0.93458340944524,1.26339195472003,1.08524925044756,0.579219427350576,1.23068743738878,1.22066686658477,1.21208497200488,1.28597928930355
CZE,,,,,2.00556082916861,1.70679874185658,1.68032113753662,1.81923524117441,1.69527318377419,1.67818843851103,1.86619845603832,1.31961249139319,1.35766450449641,1.59054843427339,1.30591573003759,1.05057210947,1.26154618011095,1.21882457138728,1.09841584347304,0.901980615093206,0.984256765260208,0.819330209938599,0.99894734734051,0.855956542135293,0.770168319335366,0.83620005040956,0.617425231348047,0.626702958465261,,0.9205768961203,0.731177855832333,0.447161218411568
DEU,1.17298437816633,1.41224552834602,1.44379972178802,1.67300688285953,2.40967948839525,2.50483022671826,2.36528848739801,2.2103223107957,1.96505627034307,1.62585746048789,1.67255910629526,1.44882077122202,1.43903572131755,1.34854705026876,1.36833459393619,1.28552164744574,1.21708126997971,1.09381387220944,1.02317872893425,0.98817859057552,0.975098828664069,0.906373597027625,0.808137138983971,0.834959673376019,0.87467661550236,0.830965265091444,1.16966277365121,0.9839711463351,0.950580714040646,0.749265097821008,0.938448940112227,0.833247865481232
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,,,,,,,,,13.0552090284023,10.1895993303978,2.92628683463553,1.46729760463666,13.1844950338402,11.6886437520546,11.6662291830723,11.64932615929,7.2735736522068,10.1781170483461,10.1770812131081,18.8990572277991,21.8165951567159,8.72828838264816,,,12.9737210073374,12.8559490904416,22.8326792722083,26.9874863287076,18.3557485262452,18.2001456011648,20.8349248900958,13.8097704125669
DNK,0.796948503617417,1.31825738006039,1.19795906419302,1.36702096576951,1.43849029867758,1.12698730601612,1.2937576668222,1.66749362349491,0.924704170151606,0.977470434338988,1.0860091131144,0.970013795648126,0.892409444146045,,,,,,,,0.756641079287248,0.824961764815596,0.839141936305735,0.853275007246171,1.30958327379006,1.09197301206313,0.981275682919688,1.23751924799964,1.00577697485176,1.13874032545199,0.944102116831435,0.802836849630622
DOM,,12.4752658619296,10.8652626646956,12.2754872774474,13.0115042412325,12.7958272642102,12.8801749956489,12.7360775531418,13.5351728248986,12.673315917233,14.1673052198968,12.6311571195402,14.5421866104778,21.3232237485555,24.7591347550466,26.1217741682059,23.0930762993518,22.4521777123369,25.1392754186663,24.6163451910182,25.3075082180353,25.3742602413614,22.6101741297438,19.4741564259154,17.6033821835294,,15.3501396781971,11.4207958416281,9.92055152321569,9.42851570029359,8.73663089784519,10.5415842337116
DZA,,,,,,,,,,,,,,,,,0.933151633955241,0.797438134359645,0.94881074889184,0.787020436235768,0.708382325710373,0.766209262996582,1.40362883678957,1.26313706959542,1.48864165770181,1.38076996361026,1.34360193923407,1.27380650772187,1.35473538571451,1.21530387918325,1.50512065521262,1.57318234314011
EAP,,,,,,,,,,,,,,,,,,,,,,,2.1,,1.6,1.5,,,,,,
EAR,,,,,,,,,,,,,,,,,,,,,,,6.8,,6.3,6.0,,,,,,
EAS,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.0,1.0,1.0,0.9
ECA,,,,,,,,,,,,,,,,,,,,,,,5.8,,5.7,6.4,,,,,,
ECS,,,,,,,,,,,,,,,,,,,,,3.7,3.5,3.5,3.4,3.4,3.3,3.3,2.9,2.7,2.5,2.5,2.5
ECU,8.53601790458464,10.7895367508185,8.56680393710152,8.31774205819563,10.0373187334261,11.8679139456144,12.4214216953588,10.9824984093946,13.4658502948037,13.5513516466181,14.5170790306456,12.9072226809641,14.5823356272969,,,,,15.9488228726749,17.9832827899846,17.8053426338043,17.5054873932305,15.3763080690245,12.4129070208035,10.9711960311364,8.20905183947306,6.48312147109806,5.83348058968642,5.80944632742375,5.84167365948502,6.84396771273186,7.80050914241561,14.0242548813931
EGY,0.470159463845528,0.491375070822844,0.460083259733903,0.397509375682201,0.367975919146101,,,,,,,,,0.620036070697145,0.415363675439132,0.660130201577017,0.680890797896673,0.827061898303727,1.15332161545055,1.06665339899544,2.10767808732305,3.03026722382926,2.41888523991349,,3.02325529819737,1.75085294090364,1.53531582927306,1.33609216061138,,,,
EMU,,,,,,,,,,,,,,,,,,,,,,,1.1,,1.0,1.0,,,,,,
ERI,,,,,,,,,,,,,,,,,,,,,,,14.572974940632,,,,,,,,,
ESP,1.24443140571126,1.12700771613077,1.12434907283055,1.20190154332997,1.08268467944394,1.03228533934045,0.992587533813138,1.15231316477099,1.29328425113137,1.19874998495396,1.35733329317787,1.40846963074015,1.35976828969719,1.38999820046144,1.21043771615915,1.18575155153759,1.07152108338165,1.06529267192243,0.885426698873863,0.888548192481623,0.861018098074363,0.823895406371162,0.778508352972222,0.648020568602,0.695153602151455,0.650422725235898,0.632621107403249,0.659022159877724,0.617626377202637,0.7022923075526,0.629172397396181,0.610694288860715
EST,7.51269837025379,7.60078869360327,14.0874192529578,18.7445722997098,20.4644897057518,16.9331107707663,14.9163222204409,12.5220719104602,13.8894154504865,11.1863318699664,10.237125472438,9.87035611452351,10.2955250717787,,,,,7.1611089126341,6.43225822375433,5.2452078469808,5.25709050081297,4.89668373977064,4.76304962190459,3.94542715508526,3.11899498374319,3.42294736305643,2.50774074976129,2.2010574942782,2.11776673933884,1.95924986351187,3.15921543141343,1.95679840686505
ETH,,,,,,,,,,,,,,,,,,,,,,,8.6319635299382,,,,,,,,,
EUU,,,,,,,,,,,,,,,,,,,,,,,1.1,,1.0,1.0,,,,,,
FCS,,,,,,,,,,,,,,,,,,,,,,,15.3,,10.5,9.5,,,,,,
FIN,3.04820271350203,3.07148951684672,3.09393606381124,2.56582070242302,2.88887273041708,2.85829344610932,2.9855298393463,2.70431040814173,2.19266564982606,2.76837187403869,2.85923539795244,3.00693764122126,2.53817086908605,1.97583382585308,2.83083413396846,2.26836426727736,2.25967222789725,2.43916781644752,2.50312867558803,2.24768979633121,2.2001496661133,2.04151097052318,1.64392918654967,1.6363688680639,1.61129680187797,1.49649755696774,1.34662512995387,1.21638168386984,1.5592531612498,1.46698296751276,1.64572794344772,
FJI,4.10030367874121,2.16606866182826,3.30427897773234,1.90066250759473,4.42587823650249,3.02936209207746,1.63206172708538,1.61576589789354,,,,,,2.91271581039618,2.6537609272933,2.62880126091024,2.49127205483516,2.35783384681715,1.89577582116366,3.21728012247853,2.20953092210906,2.20178355476854,2.19524750866848,2.08001944270805,2.18445541526497,,,,,,2.17291633620231,
FRA,2.40193301896905,2.39208199322677,2.36001489025192,2.66240254592287,2.45675068215238,2.32670108582054,2.03216837502437,1.66495608133724,1.65460451082552,1.63318584277051,1.79151433468007,1.77413206159526,1.88470185650375,1.65248405899107,1.64702333472715,1.61295441695792,1.44289603515479,1.61912622116949,1.65421793412353,1.3189829703999,1.2747305942565,1.36359432696015,1.24303536520438,1.2268063341732,1.24550840497221,1.58596405512767,1.21739068060242,1.10688301718975,1.08279984503205,1.1692590431065,1.07320011042795,1.13742999459302
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.897839349605175,,
GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,1.24705669880256,1.27995700049622,1.51092118836339,1.53519333136302,1.59035335609552,1.55358940951933,1.44631619090799,1.48497350588382,1.57602063892287,1.56902331837261,1.55479919059023,1.63473860834262,1.86502759887047,1.55239416649166,1.58344284160119,1.38116648502147,1.41438761128023,1.42505773197801,1.23416498102054,1.13425721475349,1.20458817118157,1.01285645081005,0.982624210635012,0.937758102171685,0.909322429121636,0.99962645860372,1.20173263343653,1.2245552017035,1.13648348542355,1.1500680179876,1.00358675643653,
GEO,5.00775692273708,7.87282401673548,14.6965426383443,17.1233177266709,11.5648271588561,8.01611259132423,5.67075352972903,6.14219901931711,5.37800396378811,5.55239440751002,5.60352548502147,6.34578776621394,7.19012146257413,,7.47080713171271,10.1737322563988,8.210749345269,8.44752315421299,6.77887727615948,5.4471889197952,4.87381383230067,,,,,,1.03417826581564,2.41257721572682,2.35928770718324,2.04200131510189,,
GHA,,,,,,,,,,,,2.14403381492888,1.93175499797045,2.04411596063558,2.06331981584962,1.74690339148625,1.78365896509856,1.68295349480689,1.76764968406139,1.71137057858193,1.6500670056238,1.61413780180609,2.08498068526018,2.00177311322258,1.92578059326349,1.81843756450041,1.85759755284362,2.01507091056042,1.61966189201679,1.81141661979507,1.72465219242215,1.8365651066975
GIB,,,,,,,,,,,,,,,,,,,,0.0,3.19877167167808,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48859108070828,1.1171243729142,,,,
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,1.00948772865746,1.32800246200109,1.30745301662813,1.41999190509948,1.24912930756489,1.40754127055488,1.56426362914438,1.86661972225342,1.60885234437667,1.40987768492445,,1.19217698878943,0.847105061258988,,0.998642341238697,1.18775024581706,0.990447315721199,1.17206949380347,1.30038735739932,1.37488177825762,1.59510115433664,1.67200914479958,1.51409644310926,1.401804231992,0.984997793190692,0.860581932905886,0.781414102775676,0.804322503956963,0.931039984358528,0.737656733141517,0.741992756628659,0.852052561112034
GRD,,,,,,,,,,,13.9623203514781,5.55887543949859,12.9352958024965,8.27662313775979,5.47862650833436,9.97700753264069,10.8119796734782,9.84564710515599,14.2249407664576,6.18104274191056,8.76892992748095,3.4807427905115,12.0780761350156,5.13063889280813,6.78124139100214,5.04288553910548,9.16926462497708,9.9238756042193,9.84914394523876,13.0374378175329,11.3210903827337,4.01251905946553
GRL,,,23.34455667789,21.5408917929202,10.7718961230151,19.7176786914631,5.36097212294496,19.6176344699672,10.6908993719097,19.6055715469687,23.1382600028478,30.149327847338,21.2145319543888,8.81391187850904,19.3437203249745,17.5787086680612,14.081779936984,14.1073569866685,14.1398966020061,17.7173027178342,19.5205054036308,1.77659338218965,14.2352553893787,12.4801654513363,7.14892095974264,7.15633917469518,5.36519064310752,,,,,
GTM,,,27.8699277371096,32.8625241917406,32.0854417780981,31.4577987839534,34.0378129158028,36.6608007551501,29.5957652125921,23.1604567346748,24.7445997722883,26.8960598021816,29.5446911664384,33.7058893464371,35.0672808225896,40.6462773324894,43.8772895734475,42.2075351292307,45.0089205935197,45.5699046755858,40.9815747252601,38.2985661430765,34.0751965223337,33.4248404531215,33.4293427280838,,,32.782983345581,28.8958414706126,25.6454661905273,18.9601645617879,19.9903643036608
GUM,,,,,,,,,,,1.24853687085447,4.95283967967509,1.23029603998462,4.89641031918475,5.48767103241384,4.25711774883613,6.67982389555184,0.606930539834369,0.607074236072958,3.03803621339166,1.81922925320639,2.41474442948644,,,,,,,,4.15124774646551,,
