iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GUY,12.0463140621309,25.8031048392245,14.0939975677787,15.6586782871012,14.4087220797656,14.5006681615215,11.677739508115,11.5199593226264,14.9333319236973,12.005055315601,10.0125024537218,10.5289549551565,18.8077837920306,27.4796975655486,17.2272197963111,18.6913673524994,20.1749151961285,15.2011542302499,20.9507392428562,15.5738774162804,18.7182917152172,17.4677183128871,18.6836495216179,20.7379915322098,19.8371753992398,19.7342890556812,18.7066831601648,15.0671075870093,14.1308748157258,17.0265401194111,19.6938793430021,16.2820498479306
HIC,,,,,,,,,,,,,,,,,,,,,2.3,2.3,2.2,2.1,2.0,2.2,2.3,2.3,2.2,2.2,2.6,2.7
HKG,2.34646356682844,1.55314971164594,1.79769729956736,1.41219558974602,1.55624185100703,1.16914875880445,1.21576832571412,1.5835470086797,0.977687715086524,0.948514554692365,0.638816733135795,0.970368261371338,1.00746884840616,0.755105328843651,0.650665265471067,0.490134281656674,0.502830613103522,0.257089400910996,0.510589266817924,0.66247615262041,0.490715831719521,0.236921761953696,0.373234393964109,0.849684448437961,0.367237866630904,0.29730378575154,0.376550227026166,0.321650345033655,0.641577853801783,0.320165568287547,0.293295889224809,0.306888506138137
HND,9.80625080888793,13.5425913683912,17.8699088371097,22.7862307447342,29.7623389022409,26.3898927742874,,,,39.5685591285963,47.711149251321,51.0101001607008,51.6103666608143,56.55467346341,49.2861933038632,42.4608634969165,40.257191550896,45.2775216790742,54.9879365971194,63.7888974095123,73.7906733961016,82.389055291302,81.570757997861,71.7692910240845,64.5387715492367,55.387562038669,54.4351572898585,40.1377731139661,38.0992254553067,41.1092508968675,35.7941595747697,38.3427468944297
HPC,,,,,,,,,,,,,,,,,,,,,,,12.6,,8.3,8.1,,,,,,
HRV,2.81100226285682,9.02049779111334,8.0653211821385,4.54886666969229,2.9671586374766,3.45322543737388,2.56376390802518,2.50457801840122,2.25325152242012,2.41025125457921,2.22054447750588,1.79730045471702,1.62842162334229,1.54669037959705,1.86795998514634,1.53509908105131,1.67513306838312,1.40732152212264,1.6159633508616,1.11817781742872,1.41919233306521,1.12596012515621,1.17739552952152,1.06756936618987,0.840341626882715,0.869603026218531,1.04172807535293,1.09720614344802,0.576855823299447,0.799079557208224,0.976355239042884,0.812780755716158
HTI,,,,,,,,,,,,,,,,,,5.15878359067366,5.20090995036943,6.14553774097535,6.87806820767905,9.18195049542349,10.219083094006,10.1255154608532,9.41154777705004,10.1384384362495,9.59505820900865,,6.74692694730795,,11.320619717256,13.0071284130281
HUN,1.93716464342991,2.95910830403864,2.94115931146207,2.87716425146589,3.02636690744171,2.86622583274149,2.62895777588232,2.80958408433808,2.81649881616902,2.4730563927237,2.00939908675262,2.49558973290803,2.00031502498201,2.25339595665652,2.07043593325767,1.62802982927874,1.73012746018035,1.533685586388,1.80575467076902,1.38880847177164,1.38182054857274,1.45681139451563,1.24973203830187,1.55639829020552,1.47954463669629,2.24496624728801,2.05805246393454,1.63449754166462,0.879673232080558,0.654946166239357,0.820464644511899,0.772416611447461
IBD,,,,,,,,,,,,,,,,,,,,,,,5.8,,5.6,5.6,,,,,,
IBT,,,,,,,,,,,,,,,,,,,,,,,7.0,,5.9,5.9,,,,,,
IDA,,,,,,,,,,,,,,,,,,,,,,,10.9,,7.1,6.9,,,,,,
IDB,,,,,,,,,,,,,,,,,,,,,,,11.9,,8.0,7.7,,,,,,
IDN,,,,,,,,,0.845779939736062,0.99053583061824,1.02955812082501,,,0.732920527687897,0.628046750109353,,,,,,,,,,,,,,,,,
IDX,,,,,,,,,,,,,,,,,,,,,,,10.4,,6.7,6.5,,,,,,
IMN,,,,,,,,,,,,,,,,,,,,,,1.18554348277109,2.37141027769214,2.37689185736272,3.57585582149328,1.19627241515438,0.0,,,,,
IND,5.07345512777259,5.46425001099847,5.47481498420126,5.17589819123225,5.02061884255972,4.81043285133676,4.77096472149383,4.73075260223531,4.82576184342215,4.59211893735861,4.54562752332988,4.30224760652525,4.16420441138194,3.96728118920971,4.09147664158076,3.90555067072309,3.83503968275347,3.81292025697517,3.81185657282345,3.74489180043947,3.74492100127032,3.78810410805172,3.7252629496661,3.55331583011222,3.62257613036012,3.35430671568569,3.16142620301247,3.02888279891311,2.99378385759947,2.92666092999238,2.91115545352632,2.93627889313173
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,0.48775246390309,0.656242024341158,0.708543073892257,0.64867304058437,0.702366060548169,1.20129113653875,1.16449036356498,1.04391302556213,1.03298287124113,1.02152967886467,0.981705649888477,1.35805054977543,1.33529947621594,0.934649083475531,0.744056015513072,1.2617636714217,1.46405744866973,1.78905894123492,1.14545157463094,1.1778320889241,1.21558109749292,0.924193877391599,1.13921416130834,1.11139392333387,,0.664414800589829,0.720982444607608,0.817292483937321,0.80670066254946,0.653592234834056,0.667189770403826,0.441188915890542
IRN,,,,,,,,,,,,,,,,,,,,2.98024757165492,,,,2.59626286632582,2.42115997774534,,,,,,,
IRQ,6.61442273177754,6.56155533180023,7.59830766053546,5.79400158106798,6.25738557935859,,,,,,,,,,,,,,15.729824049289,8.43209278946951,8.60710301896297,8.13513817272751,7.96410465524507,9.41045845208612,,,,,,,,
ISL,,,,,0.0,0.0,0.371558670042896,0.737040524330629,0.0,0.720393623075648,1.77643873773369,0.3505844242352,1.38986372386188,,,1.01000409051657,0.0,0.641327805087654,0.0,0.313675794109482,0.628272909186292,0.939575875449822,0.311546376014668,0.308618638405429,0.305209778310878,0.906181517219714,0.297907645650772,0.873026959072496,0.849988383492092,0.277181452680275,1.36362768600563,0.540051574925405
ISR,3.06042528669106,2.26591664825609,2.93342397416539,2.70477755794267,2.6186373658603,2.04426770452191,2.0846345595528,2.71621649150843,2.50447056514486,2.28558539681099,2.51759126023098,3.09394929321694,3.2721419197169,2.64055410869833,2.41055678328026,2.5170819007811,2.2394361187674,1.94188638871416,1.69622767446338,2.00008264230362,2.04681893635007,1.97057568558942,1.68596170812157,1.64365634070848,1.37337370458592,1.37366445473388,1.2746646069394,1.4802767563935,1.37172864889576,1.5334715897378,1.4273496987921,1.94380733880528
ITA,3.16086804484155,3.4123029084741,2.5970742041197,1.88326056374658,1.70347210949855,1.77902390706646,1.67489843511673,1.53357527225287,1.5613272071584,1.43822815348996,1.34465234527074,1.24396893288476,1.12769624247935,,,1.04811219872702,1.06965777437625,1.07352210054079,1.03842635957681,0.990550467530587,0.88428340865344,0.919602249037235,0.880542812444273,0.832330233088362,0.787430402653034,0.778644151753196,0.672004707226636,0.626624557496403,0.599558175726844,0.530739955972358,0.47898693959757,0.511475885697091
JAM,22.742194442,23.4672973260963,25.9593670186242,26.7175044793503,27.8562576848753,31.0834742716504,36.5194911433325,40.6269465855459,33.3389351024056,32.8933368075476,33.9559873746509,43.3837744302737,39.6096872786761,36.778199543045,55.2172099017858,62.5358862220442,49.8204141377694,58.6401482884962,59.7114450870463,61.8204184797871,52.9281289412618,41.2574679021087,39.9301837766779,43.34453968784,36.0920984161494,43.2644126587592,48.3106352438215,58.6460037128226,45.841950185555,47.622889266476,47.262204719803,52.1272718817397
JOR,3.44769431133312,3.30025892031348,3.64634347391798,4.0483257228899,4.60477690673994,0.785071088187035,0.976419363871464,0.887261772854649,,,,,,,,,,1.73014215821177,1.80917091350693,1.50431550510527,1.67357774926444,1.98312808074904,2.23243286790112,1.87139026362431,1.96349606711738,1.59043690302332,1.31464655250751,1.30195822838335,0.89867312347372,1.14032721876481,0.988221769043239,1.02257949714653
JPN,0.54654386559044,0.515015261901017,0.540802491272167,0.5730104397333,0.600227294327572,0.577196120522967,0.518587120842722,0.563366940141775,0.613577609531718,0.581565037820731,0.534684034581565,0.548534996223864,0.520024270993823,0.546656580316822,0.547499761467513,0.503136295796191,0.483963653250691,0.448414988166297,0.510627800249869,0.394951360178921,0.362982268878202,0.345292924858522,0.335539794266786,0.28978940956614,0.309860461989398,0.285263134377176,0.285053157000133,0.241586947710921,0.264542163926071,0.25359388544281,0.253902836917477,0.228708941914955
KAZ,8.74511303814535,8.89736675604833,11.0306518933381,15.2299537500581,15.2204992956712,14.8895689290293,16.2596615295944,16.3143464196915,16.3561999061086,15.5608306232427,15.2596578456546,14.1349369506557,12.8235526743236,12.9145566188173,13.4712694255496,,,,11.156719682386,10.7972211452267,8.3414339562456,8.41984551658791,7.40226878368825,6.45691996327742,5.13861250925298,4.78248697003576,,4.99595573288377,,,3.19296191107306,
KEN,,,,,,,,,,,,,,,3.44822273823089,3.02318359981486,2.99513177343522,2.89630091979231,3.10098571347622,4.72564412474449,4.63896345613183,5.32659160245829,5.42928807956921,,5.02925219263668,4.82588722874835,4.93374314928989,5.03798540892373,3.14093338050272,3.09314062700865,3.57597789241596,5.27491295544657
KGZ,13.7895233924514,8.28124183330403,10.5069561437854,12.2216562396016,12.0828324637825,11.7167926386129,11.2109487983656,9.32920864722012,8.87863470413882,8.90741045121074,8.73857279190491,7.7778062113238,8.23403408769907,8.37731757493411,8.31515014402673,9.67422872162259,8.70349363308218,8.02409698047058,7.93534652630682,7.85422557335847,16.7641099769876,8.46332327339597,6.75966182479206,5.25185158302322,5.47521345205193,5.1182002192939,2.99621670022045,3.26347187848511,2.91877015081634,2.19768195988342,1.74734308054439,
KHM,,,4.41439091438088,5.84758185162459,2.84872079743875,3.63568828249719,4.84681017070027,2.77302267081623,6.7957388574949,4.88276059013834,4.71167168543593,3.29870049031495,3.38327888841536,3.98038413522108,3.92582555943686,3.38200424969971,2.96784804083818,2.86551942351874,2.3881430205068,2.3382740026917,2.30444712345125,1.83890574952752,,,,,,,,,,
KIR,,0.0,0.0,0.0,0.0,0.0,1.20727018103016,0.0,0.0,0.0,3.37740851444687,4.41837602589168,,,,,,,6.73297039416732,0.943436277955196,3.70387517940645,10.0117866033194,7.16733487132394,,,,,,,,,
KNA,,,,,,9.40070505287897,9.28128081675271,16.0346348111922,18.0870666169272,13.3852383130138,6.5990629330635,13.0475910884953,10.8075393394432,21.5375669010672,23.6155390246782,17.1212721105178,36.2674403720613,34.0316920131873,48.7747982737963,57.0987491144407,44.3009936079995,71.4563433267131,37.7145012257213,,,,62.7779230970442,48.1317554488286,48.1564456355604,25.1511690053761,20.9896625911738,29.4077489418462
KOR,0.471514622075203,0.486778539391321,0.536418631438168,0.681976121432208,0.494906389200662,0.502665613136962,0.539605512261279,0.603485934809671,0.816671140458679,0.826917464387922,0.790715344603111,0.865094105686319,0.783461813067749,0.813262065129294,0.879871620030263,0.858284334619078,0.865105342912209,0.892561607398989,0.887677621337194,1.09550484406961,0.992837559563842,0.819607492412402,0.876412093801883,0.702619647492928,0.745677604112145,0.735374850270327,0.693822083437017,0.584333965614392,0.597946084227189,0.573316688875289,0.594082049732749,0.520932425050992
KWT,,,,,,,0.939343369630148,,,,,1.95815178588464,1.12339574203708,1.37996275052272,1.99676755837817,1.83412159555158,1.90402930681909,2.35362731867196,1.43345893074149,1.75278567723704,2.03848905153012,1.87669508905475,1.79693831169692,,,,,1.11517733319644,0.85703984690952,0.36027114456679,0.252267859389106,
LAC,,,,,,,,,,,,,,,,,,,,,,,22.3,,20.1,21.2,,,,,,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,3.74415895857548,2.92862171286197,3.26274102873824,3.32999243913324,3.74637612940447,4.15576987706053,3.8251019927586,3.60997318383773,3.75482165036555,4.0266798641372,2.89034873906016,3.14775065975211,2.26031660148685,
LBR,,,,,,,,,,,,,,,,,,2.75274272962795,4.67772892296613,3.71312593860462,3.20899034715803,3.85061572182482,3.11653017995884,,,,,,,,,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,9.83830050386153,6.93152004768886,9.56153530938396,5.38374311469728,6.64180417968737,10.5022711161289,7.79377666932954,8.36260244187991,8.92544069363425,10.1102331356572,14.4200626959248,21.1714670892658,25.9580530224135,22.079590791584,22.5281449594798,24.7905650737217,25.8305575495812,17.3115724877327,23.1349658314351,22.9834254143646,25.7407786585544,26.7215814528989,22.5272059333195,18.9678609713269,19.4504114620131,15.9432420582726,17.005501279664,27.6580672655485,20.7996042453679,25.7582587417091,29.0119479012366,38.9643281575717
LCN,,,,,,,,,,,,,,,,,,,,,23.8,24.2,24.4,23.7,23.3,22.6,23.5,23.9,23.1,20.9,20.1,19.5
LDC,,,,,,,,,,,,,,,,,,,,,,,10.0,,6.3,6.2,,,,,,
LIC,,,,,,,,,,,,,,,,,,,,,9.6,10.2,10.4,10.5,10.7,10.7,10.6,10.7,10.5,10.6,10.4,10.5
LIE,,,,,0.0,0.0,0.0,0.0,0.0,3.06607389238081,0.0,0.0,0.0,0.0,2.91545189504373,,,0.0,2.8248188584907,0.0,2.78349941546512,0.0,0.0,0.0,2.69567209844594,0.0,0.0,2.63932327751165,2.61910374269925,2.59861753547113,2.58024563938487,5.12301643207521
LKA,11.5379513736672,,,,,8.87907337462139,9.68753946649001,10.0329975043528,,10.2782951516628,,,,,,6.19603691516451,10.2864991309317,,9.86904900843047,5.3655621184284,3.6915977324494,3.509151658991,3.21642133444658,2.92924064310508,2.60364471652924,2.28245256792903,2.47368858799708,2.25974909113101,2.38175667065634,3.42730492260757,,
LMC,,,,,,,,,,,,,,,,,,,,,5.4,5.5,5.4,5.3,5.3,5.1,5.0,4.7,4.6,4.5,4.4,4.5
LMY,,,,,,,,,,,,,,,,,,,,,,,6.8,,5.6,5.7,,,,,,
LSO,28.8494088650509,30.0080431394316,34.4362437160581,35.2695708992627,43.5979110686356,,,,,,,,,,,,,45.1230548560222,37.6939805169238,,,,,,,,,,,,,
LTE,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.6,4.8,,,,,,
LTU,4.75455030274599,5.6413392064771,7.00785340624487,10.9805194762345,12.3327241674848,13.3964281973465,10.881182325091,10.5821666675012,8.48449349688127,8.50315800133409,10.278815652636,9.91533483776771,8.33380975419812,,10.0216473426127,11.0270152982052,8.66704595024002,8.46469009531944,9.242094016597,7.92333481843458,6.97670306817242,6.80689625693291,6.594107544671,6.53856041704127,5.30897659459202,5.80343006335355,5.21530429340552,3.44299264921069,3.19874553544653,3.29930718059109,3.58122184552417,2.58374704685787
LUX,,,,,1.49237582500401,0.490634402548355,0.968050696814992,0.955996668351611,0.944346140634388,1.39746616093919,0.918214623486094,2.03966236788937,1.3455554621142,0.664670439779196,0.436882971066333,0.860475046761441,1.48178411040562,1.45873296538531,1.63721219600295,1.00428225955474,1.97211624836438,0.771893802850604,0.0,0.184139850533683,0.719334543613703,0.878105750275506,0.857116898745352,0.335411487004901,0.493491667393196,0.645189387279769,0.475888702322892,0.625663790177391
LVA,,,9.72629857821418,14.6652653190917,13.3514703594481,11.205569479297,10.5749643637512,10.884880780542,10.1529563175146,9.43804285489668,9.94763073976726,9.28261296653872,9.19977439057943,,,,,,,,,,3.40858847429632,2.46125189608693,3.18243455248754,3.3635306428937,3.49636884360387,4.14351393000786,4.33967123374012,3.39150105488727,3.6899357529472,3.04175367238392
MAC,,3.31134508216965,0.805651375851137,3.15198476540697,3.34379770538313,2.01693723039222,4.20482961783046,7.28686821334493,5.73098744913749,8.69528433579778,2.31537489971532,1.82181717153775,0.44477555513549,1.72960631998149,0.841167582663116,0.818633741217595,1.99257764826023,1.16430248578581,0.756088640051716,0.92077470300412,0.358875070204936,0.700521713546164,0.686381252182478,0.168527917070783,0.165517150059503,0.162538460663254,0.159568908636428,0.313180678631213,0.307223909393525,0.30136253536301,0.295734182287593,0.436931170232753
MAF,,,,,,,,,,,,,,,,,,,,,,22.0082530949106,5.55154610559041,22.4470040264313,22.688277250748,17.1330668189606,28.7265519519692,,,,,
MAR,0.36221836936738,0.496236555966229,0.519671218979983,0.573492768973049,0.702248504296559,,,2.67181387472945,2.00058830249543,1.91645692258222,1.61446134311522,1.87693805520251,1.57669405922326,1.71941390237168,1.56493873955738,1.5411458672547,1.61515141760753,1.65531993412147,1.34661012948273,1.34819354704011,1.38919413341161,1.34027484265523,1.14835110124322,1.26909832117373,1.0365386139029,1.24277482148592,1.69195756314074,2.14196562556113,1.41952499854499,1.72706302946825,1.24833833697593,1.93113796660531
MCO,,,,,,,,,,,,3.08228150476983,,,,,,0.0,0.0,,,,,,,,,,,,,
MDA,6.47292748301219,6.45746340817125,11.1014656159356,8.61207796089137,8.94588575702327,9.01096479750042,9.02894793570035,9.42239039899385,8.61369177316635,9.08470441311009,10.1844658435831,9.78454712902104,9.66814397192429,7.79192483015314,6.84458384003639,7.39744418303476,6.64511148062214,5.59733783390248,6.19029058168272,6.56088790683006,7.20463837337209,6.00813351074016,6.52944286887182,6.70270615175249,4.82276127646209,5.76678745391147,6.20131387237014,4.43325684655209,5.28353316865261,3.89131211506964,3.01473622516773,
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,0.4445293989518,,,,,0.774569339447267,,2.23015165031222,,,,2.43627827170419,2.73706863370666,,,,,0.922719191944046,1.48419480947391,1.71901546254409,1.65940905677806,0.8011953835122,2.58038212878945,0.748637479786788,,0.918311592306385,3.96255386596662,7.19665059414701,,0.594638737145893,,
MEA,,,,,,,,,,,,,,,,,,,,,2.9,3.8,3.7,3.9,3.9,3.7,3.8,4.0,4.0,3.8,3.5,3.9
MEX,17.7348557205305,18.1496225828095,19.5239231239821,18.5115840478456,17.9347827594662,17.352533268956,15.8374774550697,14.5434106319758,14.4100361976712,12.7150300083635,10.9702896265275,10.3476771220495,9.99632559724949,9.84776422607268,8.97486847305721,9.40892834274075,9.77857039209429,8.18721753834034,12.7693534350575,17.8325996517848,22.888519115879,23.8395841713536,22.4325481302212,19.6631129758381,16.8496909258499,17.2800813969903,20.2099714735253,26.1146156797635,29.5813706276697,29.3087972148416,29.1853140575867,28.1756529873319
MHL,,10.6262020891113,4.16536499010726,,4.01288134913071,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,,,,,,,,,,,,,,,,,,,,,,,6.3,,5.4,5.5,,,,,,
MKD,,,,,,,,,2.38468495703468,1.87767584248968,2.30625552182589,2.67850533558263,2.90593910992054,3.37977710370001,2.36045098102029,,2.21039553826855,2.01585034327052,1.67766978377713,1.67481143417692,2.05365483697801,1.43054728685978,1.38129573160567,1.04651497432114,1.66247801372827,1.18597963340895,0.900390295498617,1.46781797257879,1.18287705033994,1.13519404250167,,
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,1.0947162153471,0.813736964950993,1.6134258543426,1.86546530700895,0.792470473870928,,,,1.27394215028696,2.52536412593991,1.00197514350163,1.49197503925759,1.48258518378497,,1.71233505015307,0.975115063577502,0.0,0.970682948255319,1.45137354363736,0.962695547533093,0.955212475074925,0.70826378576437,2.79130137448332,1.59990857665276,1.34396258408166,0.876081550051087,1.06904993532248,1.66841502657994,1.62738564564491,0.992783457050698,1.3582790991893,0.379688200050119
MMR,5.102301265054,,,,,3.76164413092798,,,,,2.28598623243381,1.99066274856717,1.7512822118135,1.62815452541821,1.56954877648497,1.41646408803081,1.61577849918487,1.54606255486755,1.62324716497112,1.79329796809649,1.62175334496245,2.1187069746217,2.85952190426635,2.44430549723813,2.40834410169901,2.52894353539197,2.5803418783407,2.66216134109131,2.75699619113001,2.86386487293829,2.94067008118833,28.4378154764971
MNA,,,,,,,,,,,,,,,,,,,,,,,4.2,,3.9,3.7,,,,,,
MNE,,,,,,,,,,,,,4.26717577761376,,,,,1.89896704105329,3.80067667881036,3.32709107674173,2.37701333029076,3.32389978916978,2.68540977378582,1.57742266488208,3.15310947832592,2.68152970227922,4.42154016456025,2.37177399207511,2.21710352844108,3.64850030774307,2.86146912594041,2.38907333419871
MNG,,,,,,,,,,,,,,13.6302935857945,13.1208310332477,15.5514007005945,13.0169894957544,11.3215816594982,8.04893906820242,8.21235885008226,8.84359782721312,9.69409835318771,7.12661633628175,7.31067761370344,7.33768599354594,7.21815020734474,6.07350024566318,6.16919186332042,6.19470788633722,6.34197899753111,6.22280369179212,6.15332686636602
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,6.03708421674856,5.56300082385903,5.44125375659547,5.73766856337233,5.38812444014406,4.31134623112264,3.98956547711044,4.55469908648071,3.66810397956077,3.7921925300048,3.57316901076795,,,,,,,,,,
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24101101186535,1.09492834891534,1.02253955032934,
MUS,1.83437434077172,2.62619429581543,2.7710388892961,1.85307416179279,2.35363649914877,2.15478696698651,2.89968291114519,2.02658713438046,2.59440278521693,1.90805972724701,2.13828010729232,,,,,,,,,2.96905734382661,2.57143525048117,2.48788032984628,2.17265718689779,2.71172468401628,1.47045905796975,1.62393777070463,1.62298643415196,2.5487732870023,2.85630140618806,2.08288493449327,2.69681448420534,2.6175702865739
MWI,,,,,,,,,,,6.23364392018905,7.82689108450577,4.8114054238286,2.48180731827069,3.3114871864783,1.5679328259947,6.25842977521527,5.11282940051779,5.61578424156944,2.23792937822209,3.53298755576473,2.26461026849563,1.79061366095103,,,,,,,,,
MYS,1.78683008607412,2.13126547300815,1.97552635902719,1.88975614114316,1.71527435992061,1.96654021217181,2.16056314425836,2.54127483287294,2.88392649756251,2.62867844822763,2.40137894064759,2.19602692006184,2.34027663726686,2.28380533627487,1.96184879103733,2.32992906523246,2.21808004575582,2.40656089031827,2.15801627769628,1.98814879036208,1.88037139842281,1.81605532019745,2.02965511557461,2.08065042393252,1.66631497074384,1.60289254512541,1.44640599512447,1.18527113906058,0.996935995922007,0.945006144750036,0.76204835344393,0.723777076243526
NAC,,,,,,,,,,,,,,,,,,,,,4.4,4.4,4.4,4.2,4.1,4.6,5.0,4.9,4.6,4.7,6.0,6.3
NAM,,,,,,23.2345119086217,21.3930771881012,19.3120652570631,23.4453352135686,21.3127591166171,20.8889800185912,19.0152728193374,18.3211765796058,,18.1498918096293,,,,17.3652713703824,18.762819345724,14.9575769297001,14.4442222055999,17.9010551472454,,,,,,19.786501158404,13.0382652649373,12.1730843863922,12.4498522913953
NCL,,,,,,,,,,,,,,,,,3.25687148995764,4.81218445103001,4.3465118254757,3.1131251301189,,,,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,4.80816186344219,4.38889460398219,,,,,,,,,
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6041932011922,,,21.7407887419939,,
NIC,15.8947164259595,16.9159008196701,18.6575086759674,16.8334975998459,15.674794498039,14.9726944221313,13.7561542945955,13.8685702760183,12.8453778350292,11.1091792712616,9.29102727824138,10.3413134122791,10.5343110974119,11.9292241946459,11.9935620935115,13.3646752383917,13.0565029205788,12.7330525344526,12.9401041959694,13.8979421427975,13.4056647215929,12.4189048040463,11.1597389781825,9.7068673144775,8.45590979911899,8.31931169444375,7.09005068681931,6.65068906770996,10.3769913800219,7.72817937299405,,11.0064316097709
NLD,0.903339465335452,1.1763467375718,1.27386979532609,1.25892674134812,1.11404436313585,1.24946036098334,1.35790729367403,1.33078224083896,1.11940812313133,1.28379556244997,1.13213706280247,1.26395069941525,1.2144205527787,1.25251285391316,1.17930094682739,1.06999021204931,0.784040992603247,0.872417617162102,0.911257492814735,0.931289716822917,0.866576314050145,0.856211955449196,0.863851159279319,0.741076607638235,0.725489043021559,0.610288973295896,0.548920976109966,0.767120829318056,0.578501412338886,0.627762243861846,0.613723634798302,0.651365463420387
NOR,1.10806315158386,1.1731893845601,1.07312232171414,0.881233801531306,0.760940333169654,0.963450252991714,0.981396824382462,0.862590766397141,0.857463503363457,0.739555045586285,1.0687563227791,0.819669044223803,1.01356469049095,,0.783924837286601,0.713715823014913,0.707989283616753,0.63699995105717,0.712989451530767,0.600513604791022,0.593078447304264,2.24081221569695,0.537949765852383,0.905392666339085,0.564430357906263,0.462395983782617,0.51560276015525,0.530565047037907,0.470604180471056,0.523532946162022,0.576225422359294,0.536736762637051
NPL,1.80460050783701,,,,,,,2.47318024204262,2.74223096436079,2.60943504612922,2.58555747092658,3.39797071025382,3.38699657013305,2.94748554174629,3.59945108370973,3.34029418176298,2.3002400809594,3.14820267013256,3.3182617784157,2.98220949237281,2.99319996878678,2.4902444946984,2.34900731024247,2.21316868234839,2.03189078069978,2.02098305577745,2.14635514798257,2.18922997844957,2.21000584002813,2.28561554791537,,
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,1.86461060600937,1.53958597600561,1.88522312295601,1.15900614825475,1.57007865135059,1.0615442529219,1.28739565892866,1.58904533334463,1.28607438654252,1.17386399637824,1.34880446641036,1.31119605890458,1.51953225758047,1.09454342737866,1.102560549869,1.47600368855741,1.17225497359077,1.13703821443309,1.19711607695203,1.55709429007714,0.989338497220131,0.890153058394725,0.929645241707196,1.03355828954192,0.952550787017397,1.04561723002926,1.07110395042417,0.737424049273411,1.55005884023358,2.60131307831324,,
OED,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.2,4.5,,,,,,
OMN,,,,,,,,,,,,,1.16489093604603,1.43938147721665,1.70119346822717,2.10719499743956,4.72536362356504,1.41996365276823,1.77289682098853,1.37162159406896,1.66555947443965,1.06022383196076,1.10307266547752,2.541475837639,0.299306544150521,0.381699739955124,0.36379593776361,0.374296487733864,0.282537661998674,0.499699311370897,0.308139380686066,0.243337475232116
OSS,,,,,,,,,,,,,,,,,,,,,,,11.4,,10.0,9.2,,,,,,
PAK,7.11265102735157,,,,,,6.60328092633087,6.58316167129592,7.04308103711231,6.2340315568922,5.76925854342345,6.02508287283865,5.79801373316455,5.60054285116248,5.63379885521489,5.60984246458972,5.64272526232516,5.80240638864292,6.48570602078594,6.56994967190278,6.78307785917094,6.97875575109141,6.84747710366189,6.78736022004586,6.37498019073104,4.49638885369946,3.98829476698892,3.80581067106332,3.75048673897451,3.65125185059589,3.73684938494969,3.97878815425614
PAN,11.3470892981233,11.7503952269415,12.1751562608882,11.8120828019334,12.1365402105558,13.8803645123629,8.94788237359177,11.1386473403474,9.73943881769452,9.68360107640871,9.9609175570833,9.99665471423942,12.0474573697036,10.592128257158,9.49646826961707,11.0107239611503,6.56064057975876,8.13028504954229,14.1047496528529,15.7894330202839,12.6944965907688,14.8833971231939,16.9646714047014,17.3489541956208,15.5318135385213,11.9026604973316,10.0587717891935,9.2283736846821,9.62726287193256,11.34072937901,11.6430795339927,12.7319238281632
PER,,,,,,,,,,,,,,,,,,,,,,5.48549859934052,6.61521744048296,6.70133093492488,6.83930723154776,7.31639106360953,7.82133852910045,7.86888694151251,7.61397423868331,7.26583438183995,5.71389863958169,
PHL,15.076618168181,13.8119201471142,12.8486939627174,11.7397248523551,9.52841542436711,,,,7.93777381367886,7.47943602639217,7.35650421792898,7.34935031215775,8.06170123240505,,,,,6.65688737679859,6.37791958104213,9.77762030204939,9.13493395868059,8.81169177491061,8.65428897289044,,,,10.6364449619778,7.74603342168899,5.20499271079963,4.31596781848061,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,16.8596156007643,0.0,0.0,11.1953875003499,,,
PNG,,,,,,,,,9.7687624943348,8.45644031218923,8.4418098332561,7.65115103319494,7.97611103832674,9.99839106350702,,9.27861035652945,9.09332471703549,7.51329292963736,8.44775925987542,9.47153779113003,9.40227756657452,,,,,,,,,,,
