Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
TUR,,,,,,,,,4.2764911783,4.3339924502,4.8500814153,4.5870803781000005,3.6289470764,3.2711195533999997,,,,
TKM,6.4230983212,7.8262479233,8.2564747021,7.8493060645,7.214412103,5.9314629454,5.4484694524,5.239024515400001,5.0130036885,4.449865663,4.3388160382,4.2275399445,,,,,,
TCA,,,,0.0,0.0,0.0,0.0,10.7,0.0,,0.0,,,8.9,8.7,,,
TUV,,,,,,,,,,,,,,,,,,
UGA,,,,,,,,,,,,,,36.289791455,,,,
UKR,9.356101111000001,9.6428591054,8.9963144311,9.1516016055,9.3667505393,9.8298708299,10.018934217,8.9439687837,8.4817841459,8.012649325,7.0646261128,6.9110878037,6.2788774888,5.8858594651,5.420539118300001,5.1839089618,,
ARE,,,,,,,,,1.3231562039,0.7380997813,1.3761414909,0.8364202244,,,,,,
GBR,1.5690409935,1.4650031636,1.4935156984,1.574681286,1.5680549572,1.7019363534999998,1.7801203168000002,2.0559497746,1.7549055608000002,1.7481528519,1.4849825657,1.4932734227000002,1.5025592525,1.2730470895000001,1.1710833567,,,
USA,8.1126834078,7.2923030341,6.6783219425,6.1503103677999995,5.5574644944000005,5.5172402075,5.6162820109,5.6259408085,5.6740544827,5.4913380500999995,5.639776061699999,5.7780550544,5.6661841324,5.3985542249,5.0047657402,4.7515343803,,
URY,,,,,,6.4475970047,6.5567656498,6.946576615800001,5.9281567585,6.021617002899999,5.6583403787,6.100766021799999,5.7861903723,6.6049665164,6.7612023741,6.085278198099999,5.8875600294,
UZB,5.0481346401,4.9384403917,4.4375729894,4.4140637126,4.143944616000001,4.3106910385,4.3166552973000005,4.1859498632,3.7780274319,3.7419984637,3.5070932309,3.2845384188,3.0750269216,3.0993615017000002,,,,
VUT,,,,,,,,,,,,,,0.87703527,,,,
VEN,20.335913345999998,22.049625836,18.399788069,19.424241573,24.985124264,32.9468533,32.082943599000004,38.051961166,44.069889669,37.095428342,37.368565895,45.180898871000004,47.678021291,51.9968201,49.035913959,45.134798284,,
VNM,,,,,,,,,,,,,,1.5659919235,,,,
VIR,,,,,24.9,22.1,25.7,37.6,28.3,33.8,31.9,39.2,39.2,,,,,
PSE,1.1940119147,4.4123422036,1.5798570335,1.5120302164,1.7449125298,,,,2.749005825,4.1625005776999995,4.0780946692,,,,,,,
YEM,,,,,,,,,3.6251828683,3.2257876053,4.5765719326,4.2042326993,4.0871208307,3.862711115,4.24378823,,,
ZMB,,,,,,,,,,,,,,38.046426657,,,,
ZWE,,,,,,,,,,,,,,14.255261375999998,,,,
