filestem,latitude,longitude,altitude,timestamp
IMG_20260112_141930548,36.77919444444444,-3.8961194444444445,258.2,2026:01:12 14:19:32
IMG_20260112_142119110,36.77880555555556,-3.896402777777778,269.8,2026:01:12 14:21:20
IMG_20260112_145414230,36.77161944444445,-3.8923083333333333,222.6,2026:01:12 14:54:15
IMG_20260112_145744369,36.769413888888884,-3.891086111111111,211.2,2026:01:12 14:57:45
IMG_20260112_150133240,36.76823611111111,-3.8902166666666664,208.0,2026:01:12 15:01:35
IMG_20260112_150524263,36.76759444444444,-3.889038888888889,201.9,2026:01:12 15:05:26
IMG_20260112_152003890,36.76439166666667,-3.881525,142.7,2026:01:12 15:20:05
IMG_20260112_153324060,36.766525,-3.879338888888889,131.4,2026:01:12 15:33:25
IMG_20260112_153457515,36.766308333333335,-3.8783416666666666,117.7,2026:01:12 15:34:58
IMG_20260112_154820120,36.76183888888889,-3.877577777777778,102.4,2026:01:12 15:48:21
IMG_20260112_161028299,36.75186388888889,-3.8790055555555556,86.1,2026:01:12 16:10:30
IMG_20260113_082858350,36.74973055555556,-3.868027777777778,60.0,2026:01:13 08:28:59
IMG_20260113_122518770,36.76228888888889,-3.873725,145.0,2026:01:13 12:25:20
IMG_20260113_131029121,36.76873055555556,-3.88745,137.4,2026:01:13 13:10:30
IMG_20260113_132107770,36.775327777777775,-3.8921277777777776,188.7,2026:01:13 13:21:09
IMG_20260113_132633440,36.77914166666667,-3.893063888888889,195.2,2026:01:13 13:26:34
IMG_20260113_132907765,36.78046666666667,-3.8936888888888888,201.4,2026:01:13 13:29:09
IMG_20260113_133043467,36.78115,-3.893911111111111,205.9,2026:01:13 13:30:45
IMG_20260113_133359368,36.78228611111111,-3.8933833333333334,233.7,2026:01:13 13:34:01
IMG_20260113_133549586,36.78265555555556,-3.8931444444444443,244.3,2026:01:13 13:35:51
IMG_20260113_133657450,36.78273611111111,-3.893161111111111,251.6,2026:01:13 13:36:59
IMG_20260113_133812514,36.78295555555555,-3.8930333333333333,248.5,2026:01:13 13:38:13
IMG_20260113_134005902,36.783655555555555,-3.8925277777777776,244.6,2026:01:13 13:40:07
IMG_20260113_134612002,36.78621666666667,-3.891575,249.4,2026:01:13 13:46:13
IMG_20260113_135155148,36.78783055555555,-3.8925833333333335,269.3,2026:01:13 13:51:56
IMG_20260113_135443650,36.78901944444444,-3.8922916666666665,276.2,2026:01:13 13:54:45
IMG_20260113_135535194,36.78939166666667,-3.891863888888889,279.4,2026:01:13 13:55:36
IMG_20260113_135800949,36.790169444444444,-3.891886111111111,276.6,2026:01:13 13:58:02
IMG_20260113_140120980,36.791088888888886,-3.8929805555555554,280.8,2026:01:13 14:01:22
IMG_20260113_140227770,36.79148611111111,-3.8932694444444444,291.2,2026:01:13 14:02:29
IMG_20260113_141440346,36.791602777777776,-3.893211111111111,282.7,2026:01:13 14:14:41
IMG_20260113_141727944,36.791580555555555,-3.8931444444444443,282.2,2026:01:13 14:17:31
IMG_20260113_144344100,36.787730555555555,-3.8966166666666666,326.4,2026:01:13 14:43:45
IMG_20260113_145141292,36.78194722222222,-3.8955416666666665,325.4,2026:01:13 14:51:42
IMG_20260113_145212326,36.781822222222225,-3.895497222222222,323.7,2026:01:13 14:52:13
IMG_20260113_145541509,36.78093333333333,-3.8974416666666665,297.6,2026:01:13 14:55:43
IMG_20260113_145909978,36.77950555555555,-3.8961166666666665,271.6,2026:01:13 14:59:11
IMG_20260113_150801008,36.77591666666667,-3.8971999999999998,276.2,2026:01:13 15:08:02
IMG_20260113_151658349,36.76906666666667,-3.897536111111111,214.7,2026:01:13 15:17:00
IMG_20260113_152423532,36.766263888888886,-3.8973166666666668,198.7,2026:01:13 15:24:25
IMG_20260113_153106946,36.764602777777775,-3.8976527777777776,173.2,2026:01:13 15:31:08
IMG_20260113_153413709,36.76238611111111,-3.897727777777778,158.2,2026:01:13 15:34:15
IMG_20260113_153518156,36.762008333333334,-3.8977944444444446,155.2,2026:01:13 15:35:20
IMG_20260113_154331407,36.75944444444445,-3.8989444444444445,126.8,2026:01:13 15:43:32
IMG_20260113_160003492,36.75953611111111,-3.8931444444444443,128.6,2026:01:13 16:00:05
IMG_20260113_160035881,36.75936388888889,-3.892916666666667,124.1,2026:01:13 16:00:37
IMG_20260113_160257168,36.75855555555555,-3.891986111111111,129.4,2026:01:13 16:02:58
IMG_20260113_160339088,36.75836944444445,-3.891913888888889,132.6,2026:01:13 16:03:42
IMG_20260113_160916122,36.755602777777774,-3.892086111111111,109.8,2026:01:13 16:09:18
IMG_20260113_161241102,36.75533611111111,-3.8927638888888887,100.0,2026:01:13 16:12:43
IMG_20260113_162920940,36.757866666666665,-3.8864527777777775,135.9,2026:01:13 16:29:22
IMG_20260113_163145630,36.75730277777778,-3.8860638888888888,127.5,2026:01:13 16:31:47
IMG_20260113_163542705,36.75472777777778,-3.884536111111111,113.5,2026:01:13 16:35:44
IMG_20260113_163830672,36.753344444444444,-3.8833444444444445,109.5,2026:01:13 16:38:31
IMG_20260113_163946594,36.752652777777776,-3.8830555555555555,105.4,2026:01:13 16:39:50
IMG_20260113_164613997,36.75208888888889,-3.87895,83.6,2026:01:13 16:46:17
IMG_20260113_164956642,36.75141388888889,-3.8770583333333333,95.699,2026:01:13 16:49:58
IMG_20260113_165611243,36.75106944444445,-3.8747333333333334,105.199,2026:01:13 16:56:13
IMG_20260113_165617502,36.75106944444445,-3.8747333333333334,105.199,2026:01:13 16:56:18
IMG_20260114_122044638,36.74516111111111,-3.8766694444444445,71.9,2026:01:14 12:20:46
IMG_20260114_122154363,36.74514166666667,-3.87765,81.1,2026:01:14 12:21:55
IMG_20260114_124057011,36.74073611111111,-3.8842305555555554,56.199,2026:01:14 12:40:58
IMG_20260114_124301319,36.740925000000004,-3.8845694444444443,55.199,2026:01:14 12:43:03
IMG_20260114_125212983,36.742241666666665,-3.887175,56.199,2026:01:14 12:52:14
IMG_20260114_125805204,36.742219444444444,-3.8902722222222224,48.699,2026:01:14 12:58:06
IMG_20260114_132459387,36.74370277777778,-3.9027694444444445,51.699,2026:01:14 13:25:01
IMG_20260114_132756934,36.743522222222225,-3.9039027777777777,51.4,2026:01:14 13:27:58
IMG_20260114_133014250,36.74341666666667,-3.9042388888888886,55.1,2026:01:14 13:30:15
IMG_20260114_133719539,36.74355,-3.9044138888888886,71.7,2026:01:14 13:37:23
IMG_20260114_133800600,36.74346388888889,-3.904958333333333,74.0,2026:01:14 13:38:04
IMG_20260114_134820132,36.74245833333333,-3.9101916666666665,63.599,2026:01:14 13:48:21
IMG_20260114_134839606,36.742472222222226,-3.910211111111111,61.2,2026:01:14 13:48:41
IMG_20260114_135653821,36.74277222222222,-3.9111305555555553,63.4,2026:01:14 13:56:55
IMG_20260114_140751898,36.74308888888889,-3.908158333333333,71.9,2026:01:14 14:07:53
IMG_20260114_151537507,36.743769444444446,-3.8964583333333334,49.6,2026:01:14 15:15:39
IMG_20260114_171158845,36.750658333333334,-3.8702694444444443,77.1,2026:01:14 17:12:00
IMG_20260115_082505382,36.75158611111111,-3.8629527777777777,60.7,2026:01:15 08:25:06
IMG_20260115_082511476,36.75158611111111,-3.8629527777777777,60.7,2026:01:15 08:25:12
IMG_20260115_082757868,36.751422222222224,-3.863863888888889,53.3,2026:01:15 08:27:59
IMG_20260115_083622237,36.751422222222224,-3.865277777777778,54.699,2026:01:15 08:36:23
IMG_20260115_084155139,36.75066944444445,-3.866625,52.9,2026:01:15 08:41:56
IMG_20260115_085115178,36.74985,-3.8681694444444443,55.1,2026:01:15 08:51:16
IMG_20260115_090248538,36.749183333333335,-3.8684250000000002,52.8,2026:01:15 09:02:49
IMG_20260115_142156132,36.74614166666667,-3.876813888888889,92.4,2026:01:15 14:21:57
IMG_20260115_145252407,36.744708333333335,-3.875305555555556,11.1,2026:01:15 14:52:54
IMG_20260115_155507806,36.75837222222222,-3.8715972222222224,134.6,2026:01:15 15:55:10
IMG_20260115_155737330,36.75868333333333,-3.8716444444444447,123.5,2026:01:15 15:57:38
IMG_20260115_155924482,36.75857222222222,-3.8711583333333333,123.4,2026:01:15 15:59:25
IMG_20260115_161013117,36.757622222222224,-3.8613750000000002,123.6,2026:01:15 16:10:14
IMG_20260115_161305877,36.759011111111114,-3.8602194444444446,128.9,2026:01:15 16:13:07
IMG_20260115_161852371,36.75955277777778,-3.8573833333333334,139.7,2026:01:15 16:18:53
IMG_20260115_162203243,36.759997222222225,-3.8558944444444445,148.5,2026:01:15 16:22:04
IMG_20260115_162622865,36.75974444444444,-3.855427777777778,159.8,2026:01:15 16:26:24
IMG_20260115_162709049,36.75971111111111,-3.855280555555556,165.9,2026:01:15 16:27:10
IMG_20260115_162821936,36.75948888888889,-3.8554583333333334,161.4,2026:01:15 16:28:23
IMG_20260115_163010415,36.75915277777778,-3.8551027777777778,159.5,2026:01:15 16:30:11
IMG_20260115_163053435,36.75898611111111,-3.8547833333333332,162.6,2026:01:15 16:30:54
IMG_20260115_163213028,36.75906111111111,-3.8541055555555555,159.6,2026:01:15 16:32:14
IMG_20260115_165107154,36.752269444444444,-3.8611222222222223,84.6,2026:01:15 16:51:08
IMG_20260115_165409580,36.75233611111111,-3.8618027777777777,59.599,2026:01:15 16:54:11
IMG_20260115_165504684,36.75223611111111,-3.862241666666667,70.2,2026:01:15 16:55:05
IMG_20260115_165513089,36.75221388888889,-3.8622722222222223,71.4,2026:01:15 16:55:14
IMG_20260115_165821333,36.75203888888889,-3.8628944444444446,78.5,2026:01:15 16:58:22
IMG_20260115_165926226,36.75183888888889,-3.863391666666667,84.199,2026:01:15 16:59:28
IMG_20260115_170032041,36.751730555555554,-3.8638333333333335,89.1,2026:01:15 17:00:33
IMG_20260115_170042847,36.75175,-3.8638305555555554,91.9,2026:01:15 17:00:44
IMG_20260115_170144551,36.75171111111111,-3.863852777777778,86.8,2026:01:15 17:01:45
IMG_20260115_170423269,36.752227777777776,-3.863741666666667,83.5,2026:01:15 17:04:24
IMG_20260115_170802227,36.751552777777775,-3.865538888888889,53.199,2026:01:15 17:08:03
IMG_20260115_172019756,36.75010833333333,-3.868388888888889,51.9,2026:01:15 17:20:21
