iso3,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
ATG,0.677430677430677,0.8667296958237121,1.8387206532834302,1.4874431236993402,1.5904477715515,2.5613649528092997,5.81432028707335,9.221240672098759,15.8361190639945,19.7919905586153,7.199495146236191,6.60956850070699,5.83216128981959,5.18507462686567,6.797195817490491,11.2920781810929,6.46768322991326,7.49222156083592,7.92085240827906,6.57019950929752,2.31169481936475,1.7207605177993501,4.74853914760679,1.36502824218687,2.37400058265627,4.03580099051565,4.03789228228131,4.456227619618581,4.63042528047142,4.61272739001419,4.5157209570112595,4.22445436899332,4.0952366180143,4.12542378034875,3.98325992500446,4.00502402795981,4.1805252732532505,4.29582728996988,4.35689118321862,4.41961057396149,4.534545358871821,4.51179868414236,4.73040424037295,5.08663303909205,5.2492655845449105,5.26654391456454,5.36500048365254,5.5860804988932005,5.62522102649976,5.8759251147027,5.95697959740083,5.75196351943352,5.8000973354422705,5.729937934350281,5.74441995635358
AUS,8.58293664258675,8.64156901650291,8.83568804691864,9.2264399086758,9.75907343064386,10.6223213909378,10.3280924384173,10.955624798711801,11.2101677075527,11.600554350485199,11.802890541296899,11.8091175697612,11.9516315549822,12.7796868460389,12.559668731327,12.6598998056575,12.416791776526802,13.231896138669699,14.069858615406,14.1290919801571,15.024916008712198,15.4325008374087,15.4249318091975,14.640084130392301,15.2209752959341,15.3084102043407,14.9805731533736,15.7469578022492,15.7961677816625,16.519862915120402,15.452881670778401,15.127966211525099,15.3177685052872,15.7014518027962,15.5765862783534,15.5965188136344,16.501800393206302,16.5142732084031,16.9356958473625,17.1902976857233,17.2006098261369,16.7333674341936,17.3704517744283,16.901958945283802,17.0265153472381,17.1697114460549,17.6513983061083,17.865260039562898,18.160875656495303,18.2001819589981,17.740845053161898,17.5388777559057,17.072904680390803,16.095833173535098,15.388766019446699
AUT,4.37331882803344,4.49636164096378,4.75536167309783,5.155193747438441,5.39100398806667,5.2521965333262495,5.361724682623731,5.4177367270534695,5.711110104197981,6.00632517835173,6.78880730716105,6.953651911970461,7.448516814437999,7.93086698527507,7.56269727826075,7.176844854723701,7.7212500123917405,7.42806328393075,7.60137180396718,8.158846402209441,6.92847899968117,7.416160613895889,7.11212494091738,6.874373273419019,7.21427866724751,7.23076635313884,7.144304851624759,7.62341981462749,7.03203069825559,7.10244899742991,7.513246156150481,7.94409618394378,7.226236428363809,7.22301730930338,7.189264700953291,7.52151610701085,7.9380082992661,7.86366799568426,7.98100426123845,7.741130614824929,7.77425973898237,8.19276989783884,8.29911579584004,8.889562334088499,8.85836370342216,9.02016959759373,8.72729787156076,8.4064189359829,8.295095977934741,7.518751101929049,8.07113180231399,7.74813430456944,7.38707716295308,7.36874814486104,6.8698679296766905
AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61863709021945,6.46458585723816,5.5253585625905,4.33741444372154,4.02647275537808,3.8030227410455097,4.0029756097561,3.5798353950706203,3.6662710285018503,3.54710548377552,3.6239443462086802,3.71816992749663,3.8632296394389902,4.09180192686952,4.6162998626916,3.5553400999848503,4.05138348129721,3.56566821757272,3.38822587905988,3.64617987716669,3.8248771701235698,3.7850688360091698,3.93156060898919
BDI,,,0.0151355835836497,0.0160810166686513,0.0157522907586517,0.0118505199266153,0.0150358461941214,0.014653490789735001,0.0164837288918817,0.0214827364799948,0.0179182736555762,0.0207762216228512,0.0205453395359678,0.0203432556864864,0.0251410214535802,0.0208077538315212,0.0233389049903855,0.0256869666060873,0.025998755211727995,0.0271546891638449,0.0352825320677036,0.0369577547978212,0.0360024969609957,0.0456588089514852,0.047612009513745994,0.0486274313347311,0.048025443531612,0.0496019802917684,0.0439867061298609,0.0504404596963032,0.0384299783947547,0.0428316567012751,0.0380530343070566,0.0392121286231775,0.0397845927939587,0.0398118069303995,0.039936892245043,0.0407302687136666,0.040312585986528,0.040373064263608004,0.0425401297502332,0.0314689424408229,0.0317247039242924,0.0233527867521841,0.0277659175738496,0.0209120007951269,0.0245821124998669,0.0237868111959303,0.0234656173402697,0.0227067800251213,0.0245154169128552,0.0270161901570436,0.0305385427711998,0.0303652226887466,0.0446999922899522
BEL,9.94159407412845,10.103871994919801,10.6411896304115,11.3869287398935,11.0536547171057,11.141655554871098,11.042019427975399,11.2172567535028,12.325687126277002,12.8154496066362,13.0101788101329,12.5634251757595,13.4726952569298,14.255486402811801,13.8369655455829,12.4583038966604,13.241679785973599,12.875438717491301,13.807057935873802,14.239233815260198,13.723296273689199,12.579555069681598,11.926684782316501,10.3120794235109,10.6969663854393,10.5974402503959,10.4315417139407,10.4471727823271,10.135143850569,10.813514942144,10.6396716729644,11.090999877455001,11.146482514262098,10.6750345456754,11.105109403759698,11.0811520506794,11.623834247497498,11.328852021535699,11.601914553041599,11.1730267457259,11.2296676990611,11.1337155145009,10.385495101272301,10.882114174905,10.6612902219787,10.3553929874524,10.1510389973111,9.74477719114976,9.75198480892529,9.249615685389688,10.1714652153634,9.05433001058862,8.56287874995543,8.68954309131301,8.32815989783976
BEN,0.0663540632548974,0.0520486303600316,0.0542088045208431,0.0475885607499275,0.0553035327237608,0.0571149950842515,0.0423826477102961,0.0522840763395114,0.0551707091657443,0.0707502575718404,0.0969526222899799,0.0985563258674744,0.127712647692658,0.12248163343958501,0.127701407913379,0.135891141795284,0.0777841479959357,0.0865100559526469,0.103019122356863,0.10133960623745698,0.139097134509768,0.11231011107481201,0.125105341173008,0.11255290598965499,0.12085659731636099,0.173986403181862,0.155688061271798,0.118857274649783,0.118496584098961,0.130855167285752,0.14215759136896,0.159512216625346,0.168501161802115,0.20520674284644197,0.22139767107321698,0.22478045258382,0.20759127565795898,0.19380992763194396,0.187593089309325,0.23441161879672198,0.23286096856793803,0.25649759571259806,0.285000234394469,0.31303726919090397,0.323642155539533,0.299985405071894,0.471266951502495,0.531738861022381,0.507237101498335,0.52106306880001,0.553283259010318,0.559691697240094,0.562341919951059,0.580952958782511,0.614206089682334
BFA,0.00911190221001522,0.0187299012376956,0.0170031163274349,0.0175042031130384,0.0215752840324071,0.0198412713749331,0.0195336585391838,0.0192168509975353,0.0188949623309798,0.0218898681553801,0.0254263414287238,0.0262689134272207,0.0276984048370752,0.0284432144902869,0.0339984447125442,0.0357491902325842,0.0333149135078419,0.0389683595785861,0.0533417018600577,0.0610098901981757,0.063420190087915,0.0797954520726798,0.08042728290623899,0.0809238098027423,0.0618369453537677,0.061686818953695995,0.0605718742899423,0.0635187178296804,0.066263378371182,0.0957371731328257,0.066173050745236,0.0692874231885583,0.0678408447869785,0.0656433996798317,0.0657450429823478,0.0621471339891325,0.0682298658648217,0.0756398219087893,0.0785638329490285,0.0825527504451283,0.0897168507561461,0.0835042685025443,0.0817334927723682,0.0851940172684745,0.0847059710132382,0.0838753443059232,0.0983758540639009,0.11552628220236301,0.130556630570007,0.127633346009649,0.12571725212151802,0.137496159504925,0.158662722163439,0.179131863449264,0.16201843771673802
BGD,,,,,,,,,,,,,0.0526721480845869,0.0673356049518662,0.0678004888203152,0.0695023988778857,0.0777388402487281,0.0791166818106778,0.0797553936093758,0.0857520042972282,0.0959117255031175,0.0970033270547601,0.102453200072006,0.0956099773984954,0.103187683668304,0.11276030546102099,0.12301037510322099,0.12399499105075198,0.13796111170239,0.133612955900103,0.150558471528833,0.150952469521836,0.16436072613326902,0.15774488628017802,0.168261316848245,0.19810790889601101,0.20424874533714102,0.20858711182480802,0.19601918981073302,0.20158450637425304,0.21831167551978398,0.24949604770443498,0.254435016520393,0.264649838758873,0.275239623731495,0.283948492149541,0.308980963803685,0.311100406745038,0.343107444707401,0.368245967133331,0.4061456232924411,0.42481292997086206,0.44703518540601,0.456320609091594,0.473657610012808
BGR,2.83390112126359,3.26992007420763,3.83589181806542,4.25978092742827,5.262987915533981,5.64565194179349,5.90543671471388,6.638369161079369,7.11221440252304,7.8699328161673705,7.21342437205919,7.53255267592467,7.7156567011030495,7.983550221222281,8.21095803598331,8.37787747877417,8.347946172669849,8.62876646248721,9.236529547430731,8.96813200633587,8.74423866745434,9.03643153048149,10.107275314027302,10.108336620155999,9.74996147055374,9.99278347627662,10.217299937677,10.214134001325801,9.718843491348721,9.77126186722229,8.5430107903053,6.66675756487184,6.3471373617649505,8.0097963802801,6.4145207886076,6.900326395209559,6.76324103837626,6.20984958255876,5.93432529315886,5.35671807648237,5.3280343424838605,5.80006647403679,5.6952669467936206,6.0843700850137905,6.06489180832618,6.25628204411767,6.44533327228891,6.92543528202448,6.77208754122923,5.73119372396296,5.9649002061902,6.7153805600403205,6.1194565260239395,5.4506959628306,5.871615869349929
BHR,3.54447844262346,10.5492810940236,9.191643949544892,6.71068822274616,8.742075707950809,6.55411858230495,3.38439357597247,5.12466911145907,5.50087464428641,6.175647801672469,12.194299287410901,13.7983541522931,16.0662782832581,23.0558642658239,21.456617614951302,21.5857216284052,23.1713996729538,24.638175970973897,24.010368717018103,23.726457778464898,21.9171436669186,22.788877900139,25.491802046897302,20.755870794594102,22.611178095647396,24.305148917096602,25.4037118206146,25.4583013156752,26.1467998572651,24.3990525622185,25.0588549616781,23.300009808537396,20.8416799532008,27.3070830458216,26.909513212744898,26.2877875880127,26.9955725755444,29.111344004598898,29.989690402476803,28.308683965369102,28.0510373737419,19.966118314947398,21.3541623024542,21.148488265177697,21.1002610129133,21.602028422203304,19.6470068383524,25.9152568878455,26.7069899635847,23.8107640353868,23.5855189143014,22.4154039702664,20.519175071522398,23.8112718426742,23.455406320753003
BHS,3.7495572151112904,4.74616273312428,5.9960360390119805,5.557849519785769,8.11786790717154,9.39927459142219,7.46516648221776,11.172552745380699,10.2857584085523,10.6258796600677,15.1982500575639,38.7178717457689,36.491459863043,43.3736178980481,39.9146769662921,43.698209596815204,33.5128013726679,49.3023881157376,32.7972979680164,33.6464482678266,37.942708852705,13.010913684367,10.2756739817607,8.96043254962592,8.07010172970951,6.44051871872043,5.906671910366209,5.848605053623331,6.224020109031691,7.73508836743693,7.613851996112761,6.82799760926868,6.7404794214164605,6.2769553139606495,6.11507870333447,6.007313051423349,5.87540231989802,4.74712379679703,5.77943337336586,5.69886282484646,5.59798490862302,5.18632731694744,5.125170642917509,4.84828297602585,5.40458584984352,5.3617877294457,5.02916023478022,5.01049826757837,4.35326945626904,4.69907666960332,4.6594006908170895,5.1908297805477,5.41602215719064,7.63026189646157,6.520069718562571
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55554723601901,3.0898930285022796,0.8206801228698208,0.895429675768141,1.1309528015566799,2.2466824765060602,2.8369059889345802,2.77227587879746,3.67562599035609,3.55811617696868,3.80415743311343,3.85105017764999,4.14708142035187,4.30359854153592,4.66479472165684,4.6914541512592,5.36824113123427,5.54181627211158,5.741760833707549,6.52436389956776,6.17444185419471,6.18791143805194,6.3849388185993305
BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.556931577916991,7.49767018263502,6.36122489488609,5.961662840886801,5.92169970472441,5.88670030641495,5.7701805541761795,5.5962800663585694,5.389745290647629,5.31404901159273,5.31192965661918,5.46414591207757,5.97715799947914,6.122471586308451,6.4624466575685595,6.330314038778349,6.6231635545186105,6.43968426694044,6.64269666046859,6.76251734899356,6.679991589619941,6.736652251210309,6.70195770525782
BLZ,0.477971845672576,0.3872105424326579,0.7154460691694731,0.6223693143245079,0.8182964809981659,0.7947775610399641,0.737779728753418,1.07382067937387,0.884672715210105,1.1376644502393898,0.9904159368810459,1.14600177894593,1.24011797090051,1.13446873018083,1.1729306129909298,1.3208464655560601,1.3024040489245001,1.4455029235924097,1.5568884251430202,1.47920455751743,1.32277062883702,1.24249488364528,1.13761716171617,1.1060633286698898,1.07485016869664,1.15621418739882,1.21103038309115,1.30423359339146,1.39283240610407,1.6389362780633199,1.66191242961952,1.88023732786405,1.8304429715320802,1.9112295189806798,1.85459143197144,1.82496871421462,1.44164669761869,1.7542287210037,1.6085848056843999,1.45766733057727,1.6013424175646398,1.75397450825874,1.6491702810448998,1.6060350746961103,1.41903552932326,1.48592318534179,1.52304439310882,1.59421453055765,1.4222304064558402,1.8646454052851498,1.67165637094373,1.82108001223364,1.4103846153846202,1.48498040293305,1.40094123373499
BMU,3.5513738738738705,3.8684835164835203,3.3837124463519297,3.151928721174,4.12443762781186,3.5864870259481,3.95460784313725,4.09011538461538,4.22050943396226,3.667,4.13370909090909,4.23115384615385,4.66832103321033,7.90654275092937,8.309119850187269,8.64858490566038,8.82285714285714,8.51513108614232,7.936044776119401,8.58814126394052,7.98194622279129,7.0608900999091695,7.1423470215874,8.06438405149294,7.86393846481045,7.92718548982389,7.34908159353107,9.88871026292589,11.0612713592815,13.2742645434306,8.46810841789435,9.133172938445641,7.8853485792303095,9.15038193855033,8.963503034389749,8.89959160445888,8.781918874419999,8.667884357902041,8.54427908045223,8.376927470017131,8.36199116976372,8.448227313451941,8.85974059003052,8.85986577181208,9.147364292438029,9.088334320541199,10.1161756272957,11.246039329305901,9.94375928791384,7.262934974709,9.34712241262822,6.87235920946658,7.356862866137839,7.05181458746789,8.838314987948849
BOL,0.27475262889480495,0.279280786835164,0.289272388304992,0.312894283139375,0.37432010100670704,0.37406582828076795,0.410061862692137,0.449588421631886,0.50685035102828,0.580638451342212,0.5544656070779599,0.668293050238556,0.7627852442876392,0.7225316830212272,0.718814878830847,0.8116434555873041,0.895692267617048,0.857088372939942,0.9406013801092958,0.8673380786058341,0.836585193196695,0.8412652691827559,0.74798829446825,0.7231632228235859,0.667484621637188,0.667594741288074,0.5986578181143829,0.62550655139022,0.654790380760061,0.743099024492216,0.838648580695666,0.8566763551007192,0.929434346424761,1.07058739068899,1.15655877965279,1.2921969610898898,1.2633015424203797,1.37856830234566,1.3573327655342702,1.26480955826198,1.31464230629973,1.0047646713639,1.1890845441753701,1.24555304995395,1.22556281872864,1.3198697053585502,1.602553194388,1.2901814825621598,1.3617170847077,1.4152670656031698,1.51298659811974,1.58091390600604,1.81094254628878,1.79447716529936,1.90636431997446
BRA,0.649885938095263,0.6621304906304809,0.7017755027528959,0.7060494227076791,0.69988434281605,0.676455225057641,0.7503749657001759,0.751887373927161,0.856553523540682,0.909093360540364,0.9857880811893059,1.05285790577467,1.14523768888097,1.2953617501169599,1.37008801522905,1.40990572274033,1.4131807217094698,1.44950777667735,1.53686278663314,1.59759917360949,1.55012118289981,1.39035226474718,1.36109838586465,1.28724347033247,1.2751331645631399,1.33986354961719,1.44004763429025,1.47297777194698,1.4576852874758996,1.46263196626676,1.4018957697311003,1.44631375349855,1.43074430222655,1.4710870088761399,1.51884768744704,1.59454172220923,1.7299968214258001,1.79743463630914,1.8393179266161201,1.8580290499564298,1.8764413067678702,1.9042956396760402,1.8506820746994799,1.7690055708167902,1.8359464306042599,1.8659770576238999,1.84765454216193,1.9103341751536298,2.01859347637953,1.8936200243494998,2.14473639509072,2.2247119444891097,2.3585483642670297,2.50540878760348,2.61293352087838
BRB,0.746164170058014,0.838739329702483,1.11917483761977,0.816179429011685,0.7659579003009559,0.872305267763463,1.1338611026396899,1.4255278692126598,1.85482273300146,2.01877245697716,1.7959237492465299,2.01606037635259,2.08011510672215,1.97629891100881,2.00854302578441,2.30906261933586,2.14762322130356,2.3716321800294904,2.52084907055471,2.39262226925694,2.67331236083267,2.70720258351823,2.54009335568832,2.6913708651898802,2.92789347820131,3.30549864787347,3.5656360970335297,3.65251783783365,3.6531661112762897,3.8086683566897594,4.1176035502958594,4.606414539623151,3.7243862358588906,4.22462235764039,2.8240383853103,3.1160985881070093,3.18572247040805,3.36363060103584,4.23425386877358,4.4744149587171105,4.37584663830728,4.4811412844036695,4.49280424247966,4.62503781955243,4.70223841559989,4.8968887859497805,4.94260064798163,4.8945963401507,5.789738020904031,5.75284236439183,5.23799582463466,5.4035662415588,5.183175890024669,5.0949186763092,4.46747652067059
BRN,4.08431862133118,3.5571982889600497,4.13905745353762,3.80264058156938,3.4865967365967405,3.2592053601078304,4.58058802692171,3.9132754695503698,3.63906936504436,3.9458818770226496,63.386677886805295,55.408672450265705,66.61545394375521,67.2105553759966,52.78028270738751,43.8108782002896,35.8237910346591,36.604095836624396,52.656019425512504,39.6598313468796,35.5013126744,7.351563085875981,10.1611481813991,12.760736717026,8.79037928268592,11.567153339956999,9.95694952688219,13.969494407799198,23.390996055711003,25.243090297385603,23.9391583984292,19.945967469291197,19.0384312064609,17.6397591601847,16.2159099546042,16.118735569512,15.9862912068071,16.2216067547554,16.5112895746121,11.983145826308201,14.143427430852599,13.2538010904792,12.625793726318,12.995117367171199,13.905570718325801,13.709293535717599,13.1324004829,22.4441347859133,24.0361735381015,20.479096445484103,21.1068144275253,24.6274918209343,24.226763143846103,19.295180022798,22.229177902672
BTN,,,,,,,,,,,0.0123336786449434,0.0119463765046994,0.0115741032989508,0.0112146846003756,0.0108656681037676,0.0105253791662361,0.0101938981166169,0.0197454149929461,0.0286988098902762,0.0556737812978403,0.0540755760368664,0.0613927880395397,0.07694190714655401,0.0666997103373638,0.11371147082015401,0.134274316878686,0.11490687122408601,0.20771496544692397,0.215900616242101,0.11938243399294099,0.241793581058168,0.349805099582517,0.40476431014226005,0.34425718555903495,0.39986313139574,0.466417268340129,0.555334139787429,0.711188325729687,0.675732710581756,0.666287695909712,0.670087864898201,0.6378553442449139,0.6786132872740731,0.6015889423880961,0.482186548531265,0.6104704665512629,0.5968406321777889,0.590138612312672,0.627898804817655,0.5730337906867379,0.7114644283103059,1.05784237081313,1.1655655852550602,1.2959275623101,1.3922295342782802
BWA,,,,,,,,,,,,,0.0329819575111079,0.0744123888264011,0.12313771141382801,0.25226376027679,0.7715197427462309,0.9756935726251021,0.99993032756854,1.08940727682571,1.0986280834153799,1.08385246042596,1.14251590289498,1.03443024504834,1.01323975533211,1.0833877159488499,0.9605326285867051,1.07320076265947,1.08476026755173,1.14917507979211,2.10030417577225,1.9878830329286599,2.03848619123262,2.28547004881675,2.11470309101648,2.0741430218612598,1.83261050155177,1.81871106999692,2.12225730792271,1.96300358202133,2.30061387399032,2.29915840537703,2.33403553356071,2.2073065121154403,2.20785125347842,2.2767434207966497,2.25304100205457,2.2563639087817995,2.3526055796525296,1.92595129352577,2.3584189058957596,2.07239697092689,2.0748282342535203,2.53529732329521,3.3674513337553003
CAF,0.058606829205923,0.0576698517626367,0.0472578951098968,0.0464362372338337,0.0455919871492016,0.0536730365077642,0.0504124579577399,0.0536643989177558,0.105120187318613,0.10513300364671602,0.11540716806614999,0.0996186943023649,0.0903113960836971,0.0851506686798395,0.0590717672319719,0.0524293965329277,0.0642684528000304,0.0629167138499127,0.0702603820635802,0.0479620250030713,0.0483518811870384,0.0599171893119806,0.061238804059207,0.0609056033736423,0.060663368278175006,0.06346863642818401,0.0621104096951182,0.0983652204137764,0.0857547570075869,0.0908157891478198,0.0705510390368307,0.0713397109406293,0.0731111002975092,0.0734327178348794,0.0748602478776019,0.0728244032251658,0.0709405897347617,0.0724225895492207,0.0717469641708282,0.074205441574991,0.0735328575466559,0.0660096216622273,0.0646188134644599,0.0604681925424246,0.0592665172511759,0.0581143636238474,0.0605516808970418,0.0602721289372822,0.0592092977760388,0.058332151811187005,0.0601864516199626,0.0630719525210948,0.0661254639162477,0.0667785236408208,0.0673571264567361
CAN,10.7708472869716,10.6278976520169,11.1306274846889,11.132102404556,12.305370401034901,12.814001473727,12.934918146448501,13.810354595336099,14.6326451986116,14.618648611375301,16.0141487525793,16.055332175092,17.154065922561802,16.9671352779285,17.0980056137397,17.160208915981,17.0286240723165,17.2028352375087,17.3556294623886,18.2661011628018,18.0796205544805,17.324935278787198,16.5151888315066,16.1113255456981,16.620252514024198,16.332990456354302,15.5191125933601,16.3101946446729,17.0221743658598,16.984192966171502,15.715541376450501,15.22180457403,15.543147883717802,15.533711101824,15.7530718521849,15.9590771526519,16.1910294952911,16.5617340068939,16.7975727083376,16.9528853483369,17.4146389543283,17.018428058603803,16.5603922107467,17.4788413156505,17.288276085759698,17.2875968563585,16.696351411834303,16.8553205210553,16.8745151985805,15.961406373893599,15.723345016653301,15.6413318280428,14.9062163628498,14.741081295491801,15.1589272191963
